"UNITID","Institution_type","State"
"447777","Private, for-profit","CA"
"447795","Private, for-profit","CA"
"447801","Private, for-profit","CA"
"447810","Private, for-profit","CA"
"447847","Private, for-profit","FL"
"447865","Private, for-profit","FL"
"447874","Private, for-profit","FL"
"447883","Private, for-profit","FL"
"447892","Private, for-profit","FL"
"447908","Private, for-profit","FL"
"447917","Private, for-profit","GA"
"447935","Private, for-profit","KY"
"447953","Private, nonprofit","CA"
"447962","Private, for-profit","LA"
"447971","Private, for-profit","MD"
"447980","Private, for-profit","MI"
"447999","Private, for-profit","MO"
"448017","Private, for-profit","MS"
"448026","Private, for-profit","ND"
"448044","Private, for-profit","NV"
"448071","Private, for-profit","NY"
"448123","Private, for-profit","PR"
"448196","Private, for-profit","TX"
"448220","Private, for-profit","UT"
"448239","Private, for-profit","UT"
"448248","Public","UT"
"448257","Private, for-profit","VA"
"448275","Private, for-profit","WV"
"448354","Private, for-profit","NJ"
"448424","Private, for-profit","OK"
"448433","Private, for-profit","CA"
"448594","Public","CA"
"448600","Private, for-profit","OH"
"448619","Private, for-profit","CT"
"448646","Private, for-profit","LA"
"448673","Private, for-profit","IL"
"448691","Private, nonprofit","PA"
"448707","Private, for-profit","PR"
"448770","Private, for-profit","PA"
"448798","Private, for-profit","WI"
"448859","Private, for-profit","PA"
"448895","Private, for-profit","CA"
"449038","Private, for-profit","FL"
"449074","Private, for-profit","WA"
"449083","Private, for-profit","FL"
"449092","Private, for-profit","FL"
"449135","Private, nonprofit","PR"
"449250","Private, for-profit","TX"
"449311","Private, for-profit","NY"
"449320","Private, for-profit","NY"
"449339","Private, for-profit","WV"
"449348","Private, nonprofit","AL"
"449357","Public","CA"
"449366","Private, for-profit","CA"
"449384","Private, for-profit","CA"
"449393","Private, for-profit","CA"
"449445","Private, for-profit","CA"
"449454","Private, for-profit","CO"
"449463","Private, for-profit","CT"
"449472","Private, for-profit","DE"
"449481","Private, nonprofit","FL"
"449490","Private, for-profit","FL"
"449506","Private, nonprofit","FL"
"449524","Private, for-profit","FL"
"449533","Private, for-profit","FL"
"449597","Private, for-profit","IN"
"449603","Private, for-profit","IN"
"449612","Private, for-profit","LA"
"449658","Private, nonprofit","NJ"
"449676","Private, for-profit","NY"
"449685","Private, for-profit","NY"
"449700","Private, for-profit","OH"
"449719","Private, for-profit","OH"
"449728","Private, for-profit","OK"
"449764","Private, nonprofit","TN"
"449773","Private, for-profit","TX"
"449782","Private, for-profit","TX"
"449807","Private, for-profit","TX"
"449816","Public","UT"
"449834","Private, nonprofit","VA"
"449861","Private, for-profit","WI"
"449870","Private, nonprofit","CA"
"449889","Private, for-profit","IN"
"449898","Private, for-profit","FL"
"449904","Private, for-profit","TX"
"449922","Private, nonprofit","VA"
"449931","Private, nonprofit","VA"
"449959","Private, for-profit","FL"
"449968","Private, for-profit","CA"
"449977","Private, for-profit","MI"
"449986","Private, for-profit","CA"
"449995","Private, for-profit","VA"
"450021","Private, for-profit","LA"
"450058","Private, for-profit","OH"
"450067","Private, for-profit","OH"
"450119","Private, for-profit","AR"
"450128","Private, for-profit","LA"
"450298","Private, for-profit","DE"
"450304","Private, nonprofit","TX"
"450377","Private, for-profit","AL"
"450395","Private, for-profit","OH"
"450401","Private, nonprofit","OK"
"450571","Private, for-profit","WI"
"450599","Private, for-profit","VA"
"450605","Private, for-profit","PA"
"450614","Private, for-profit","NC"
"450632","Private, for-profit","KY"
"450641","Private, for-profit","NH"
"450650","Private, for-profit","WI"
"450696","Private, for-profit","CA"
"450702","Private, for-profit","CA"
"450711","Private, for-profit","TX"
"450720","Private, for-profit","NV"
"450933","Private, for-profit","AL"
"450951","Private, for-profit","AZ"
"450960","Private, for-profit","CA"
"450988","Private, for-profit","CA"
"451033","Private, nonprofit","CO"
"451042","Private, for-profit","CT"
"451051","Private, for-profit","DE"
"451079","Private, nonprofit","FL"
"451097","Private, for-profit","FL"
"451103","Private, for-profit","FL"
"451121","Private, for-profit","FL"
"451149","Private, for-profit","FL"
"451158","Private, for-profit","FL"
"451167","Private, for-profit","FL"
"451194","Private, for-profit","IA"
"451228","Private, for-profit","IN"
"451237","Private, for-profit","KS"
"451255","Private, for-profit","MA"
"451264","Private, for-profit","MA"
"451282","Private, for-profit","MI"
"451291","Private, for-profit","MI"
"451307","Private, for-profit","MI"
"451316","Private, for-profit","MO"
"451334","Private, for-profit","MO"
"451343","Private, for-profit","MS"
"451352","Private, for-profit","NC"
"451370","Private, nonprofit","NJ"
"451398","Private, nonprofit","NJ"
"451404","Private, nonprofit","NY"
"451413","Private, for-profit","NY"
"451459","Public","NY"
"451468","Private, for-profit","OH"
"451477","Private, for-profit","OH"
"451495","Private, for-profit","PA"
"451501","Private, for-profit","PR"
"451510","Private, for-profit","SC"
"451529","Private, for-profit","TN"
"451547","Private, for-profit","TX"
"451556","Private, for-profit","TX"
"451565","Private, for-profit","TX"
"451574","Private, for-profit","UT"
"451583","Public","UT"
"451626","Private, for-profit","WA"
"451714","Private, for-profit","TX"
"451741","Private, for-profit","PR"
"451750","Private, for-profit","WI"
"451820","Private, for-profit","TX"
"451857","Private, nonprofit","TX"
"451866","Private, nonprofit","LA"
"451918","Private, for-profit","TN"
"451927","Private, nonprofit","VA"
"452009","Private, for-profit","ND"
"452072","Private, for-profit","MI"
"452081","Private, for-profit","OH"
"452106","Public","PR"
"452124","Private, for-profit","TN"
"452373","Private, for-profit","OH"
"452887","Private, for-profit","OH"
"452948","Private, for-profit","OH"
"453163","Private, for-profit","NC"
"453215","Private, for-profit","NJ"
"453756","Private, for-profit","OH"
"453792","Private, for-profit","OH"
"454184","Private, nonprofit","NY"
"454227","Private, for-profit","IL"
"454236","Private, for-profit","OH"
"454245","Private, for-profit","AZ"
"454306","Private, for-profit","MI"
"454458","Private, for-profit","AR"
"454537","Private, for-profit","WI"
"454546","Private, for-profit","CA"
"454555","Private, for-profit","NV"
"454582","Private, nonprofit","KS"
"454607","Private, for-profit","GA"
"454616","Private, for-profit","MN"
"454652","Private, for-profit","AL"
"454689","Private, for-profit","CO"
"454698","Private, for-profit","CA"
"454722","Private, for-profit","CA"
"454759","Private, for-profit","CA"
"454768","Private, for-profit","CA"
"454777","Private, for-profit","CA"
"454786","Private, for-profit","CA"
"454795","Private, for-profit","CA"
"454801","Private, for-profit","CA"
"454810","Private, for-profit","CO"
"454829","Private, for-profit","AZ"
"454838","Private, nonprofit","CO"
"454847","Private, for-profit","CO"
"454856","Private, for-profit","CO"
"454865","Private, for-profit","FL"
"454874","Private, for-profit","FL"
"454917","Private, for-profit","FL"
"454926","Private, for-profit","GA"
"454935","Private, for-profit","ID"
"454944","Private, for-profit","ID"
"454953","Private, for-profit","IL"
"454962","Private, for-profit","IL"
"454971","Private, for-profit","IL"
"454980","Private, for-profit","IL"
"454999","Private, for-profit","IL"
"455008","Private, for-profit","IL"
"455026","Private, for-profit","MD"
"455062","Private, for-profit","MI"
"455071","Private, for-profit","MO"
"455080","Private, for-profit","MO"
"455099","Private, nonprofit","MO"
"455105","Private, for-profit","MS"
"455114","Public","ID"
"455141","Private, for-profit","NC"
"455178","Private, for-profit","NC"
"455187","Private, for-profit","NJ"
"455196","Private, for-profit","NJ"
"455202","Private, for-profit","NJ"
"455211","Private, for-profit","NV"
"455220","Private, nonprofit","NY"
"455239","Private, for-profit","NY"
"455257","Private, nonprofit","NY"
"455275","Private, for-profit","OH"
"455284","Private, for-profit","OH"
"455327","Private, for-profit","TX"
"455336","Private, for-profit","TX"
"455354","Private, for-profit","TX"
"455381","Private, for-profit","UT"
"455406","Private, nonprofit","WA"
"455433","Private, nonprofit","CA"
"455460","Private, for-profit","AL"
"455479","Private, for-profit","FL"
"455488","Private, for-profit","AL"
"455512","Public","CA"
"455558","Private, for-profit","MI"
"455628","Private, for-profit","AL"
"455664","Private, nonprofit","CA"
"455707","Private, for-profit","AL"
"455725","Private, for-profit","AZ"
"455734","Private, for-profit","CA"
"455761","Private, for-profit","CA"
"455770","Private, nonprofit","CA"
"455798","Private, for-profit","CT"
"455804","Private, nonprofit","DC"
"455813","Private, nonprofit","DC"
"455831","Private, for-profit","FL"
"455859","Private, for-profit","ID"
"455868","Private, for-profit","CA"
"455877","Private, for-profit","IL"
"455886","Private, for-profit","IL"
"455895","Private, for-profit","IL"
"455901","Private, for-profit","MD"
"455910","Private, for-profit","NC"
"455929","Private, for-profit","OK"
"455956","Private, for-profit","PR"
"455965","Private, for-profit","RI"
"455974","Private, for-profit","TX"
"455983","Private, for-profit","VA"
"455992","Private, nonprofit","VT"
"456001","Private, for-profit","VT"
"456029","Private, for-profit","TN"
"456038","Private, for-profit","AZ"
"456065","Private, for-profit","OH"
"456074","Private, for-profit","OH"
"456135","Private, for-profit","MN"
"456153","Private, for-profit","TX"
"456205","Private, for-profit","NC"
"456214","Private, for-profit","TX"
"456287","Private, for-profit","NE"
"456454","Private, for-profit","UT"
"456481","Private, nonprofit","FL"
"456490","Private, nonprofit","FL"
"456506","Private, for-profit","IN"
"456515","Private, for-profit","MI"
"456542","Private, nonprofit","PA"
"456551","Private, for-profit","ND"
"456579","Private, for-profit","PA"
"456588","Private, for-profit","CA"
"456597","Private, for-profit","CA"
"456621","Private, for-profit","WV"
"456825","Private, for-profit","LA"
"456922","Private, for-profit","TX"
"456931","Private, for-profit","TX"
"456959","Public","MN"
"456968","Private, for-profit","NC"
"456977","Private, for-profit","FL"
"457031","Private, for-profit","IL"
"457077","Private, for-profit","CA"
"457086","Private, nonprofit","CA"
"457101","Private, for-profit","NV"
"457110","Private, for-profit","NV"
"457129","Private, for-profit","FL"
"457192","Private, for-profit","AR"
"457208","Private, for-profit","CA"
"457226","Private, nonprofit","IN"
"457253","Private, for-profit","CA"
"457271","Private, nonprofit","CA"
"457299","Private, for-profit","CA"
"457314","Private, for-profit","CA"
"457323","Private, for-profit","CA"
"457332","Private, for-profit","CT"
"457341","Private, for-profit","CT"
"457350","Private, nonprofit","FL"
"457378","Public","FL"
"457387","Public","FL"
"457396","Private, for-profit","FL"
"457402","Private, nonprofit","FL"
"457411","Private, for-profit","FL"
"457420","Private, for-profit","FL"
"457439","Private, for-profit","FL"
"457448","Private, for-profit","FL"
"457466","Private, for-profit","GA"
"457475","Private, for-profit","GA"
"457484","Private, nonprofit","HI"
"457493","Private, for-profit","ID"
"457527","Private, for-profit","IL"
"457536","Private, for-profit","IL"
"457545","Private, for-profit","IL"
"457554","Private, for-profit","IL"
"457563","Private, for-profit","IN"
"457572","Private, for-profit","IN"
"457581","Private, for-profit","KS"
"457606","Private, for-profit","LA"
"457615","Public","MA"
"457624","Public","MA"
"457633","Private, for-profit","MI"
"457642","Private, for-profit","MI"
"457651","Private, for-profit","MN"
"457679","Private, for-profit","MN"
"457688","Private, for-profit","MO"
"457697","Private, nonprofit","MO"
"457721","Private, for-profit","MT"
"457749","Private, for-profit","MT"
"457767","Private, for-profit","NJ"
"457776","Private, for-profit","NM"
"457785","Private, for-profit","NV"
"457794","Private, nonprofit","NY"
"457800","Private, for-profit","NY"
"457819","Private, for-profit","NY"
"457837","Private, for-profit","NY"
"457846","Private, for-profit","NY"
"457855","Private, for-profit","NY"
"457873","Public","OH"
"457916","Private, for-profit","OH"
"457925","Private, nonprofit","OR"
"457943","Public","PA"
"457952","Private, for-profit","PA"
"457989","Public","SC"
"457998","Private, for-profit","SC"
"458007","Private, for-profit","TN"
"458034","Private, for-profit","TX"
"458043","Private, for-profit","TX"
"458052","Private, for-profit","TX"
"458061","Private, for-profit","TX"
"458070","Private, for-profit","TX"
"458098","Private, for-profit","TX"
"458104","Private, for-profit","UT"
"458113","Private, nonprofit","VA"
"458122","Private, for-profit","VA"
"458131","Private, for-profit","WA"
"458140","Private, nonprofit","WA"
"458168","Private, for-profit","WI"
"458210","Private, for-profit","CA"
"458229","Private, for-profit","CA"
"458265","Private, for-profit","IL"
"458274","Private, for-profit","IL"
"458405","Private, for-profit","NC"
"458441","Private, for-profit","GA"
"458496","Private, for-profit","VA"
"458681","Private, for-profit","IN"
"458803","Private, for-profit","TN"
"458812","Private, for-profit","TN"
"458821","Private, for-profit","TN"
"458830","Private, for-profit","PA"
"458858","Private, for-profit","IN"
"458867","Private, for-profit","GA"
"458885","Private, for-profit","AR"
"458919","Private, for-profit","GA"
"458955","Private, for-profit","MS"
"458964","Private, for-profit","SC"
"458973","Private, for-profit","TX"
"458982","Private, for-profit","TX"
"459000","Private, for-profit","TN"
"459019","Private, for-profit","NC"
"459046","Private, for-profit","NC"
"459055","Private, for-profit","FL"
"459064","Private, for-profit","NC"
"459116","Private, for-profit","AZ"
"459125","Private, for-profit","AZ"
"459170","Private, for-profit","CA"
"459189","Private, for-profit","CA"
"459198","Private, for-profit","CA"
"459204","Private, for-profit","CA"
"459213","Private, for-profit","CA"
"459231","Private, for-profit","CA"
"459259","Private, for-profit","VA"
"459268","Private, for-profit","VA"
"459277","Private, for-profit","CO"
"459286","Private, for-profit","CO"
"459295","Private, for-profit","CO"
"459301","Private, for-profit","DE"
"459310","Private, for-profit","FL"
"459329","Public","FL"
"459347","Private, for-profit","FL"
"459374","Private, for-profit","IL"
"459392","Private, for-profit","IN"
"459408","Public","MA"
"459417","Private, nonprofit","MI"
"459426","Private, for-profit","MN"
"459462","Private, for-profit","NY"
"459499","Private, for-profit","OR"
"459514","Private, for-profit","TX"
"459523","Private, for-profit","TX"
"459532","Private, for-profit","TX"
"459541","Private, for-profit","UT"
"459550","Private, for-profit","WA"
"459578","Private, for-profit","WI"
"459727","Private, nonprofit","CA"
"459736","Private, nonprofit","CA"
"459745","Private, nonprofit","DC"
"459824","Private, nonprofit","NV"
"459842","Private, nonprofit","WI"
"459851","Private, nonprofit","WI"
"459949","Public","TX"
"459958","Private, for-profit","TX"
"459967","Private, for-profit","TX"
"459985","Private, for-profit","TX"
"459994","Private, for-profit","DC"
"460011","Private, for-profit","SC"
"460020","Private, for-profit","SC"
"460093","Private, for-profit","MI"
"460109","Private, for-profit","IN"
"460118","Private, for-profit","OH"
"460127","Private, for-profit","MI"
"460136","Private, for-profit","TX"
"460145","Private, for-profit","IL"
"460172","Private, for-profit","TX"
"460181","Private, for-profit","TX"
"460190","Private, for-profit","FL"
"460206","Private, for-profit","TX"
"460349","Private, nonprofit","RI"
"460376","Private, nonprofit","VA"
"460385","Private, nonprofit","PA"
"460394","Public","CA"
"460455","Private, for-profit","NY"
"460464","Public","CA"
"460482","Private, for-profit","MI"
"460516","Private, for-profit","CA"
"460525","Private, for-profit","ID"
"460534","Private, for-profit","TX"
"460543","Private, for-profit","TX"
"460677","Private, for-profit","PR"
"460701","Private, for-profit","FL"
"460738","Private, for-profit","CT"
"460756","Private, for-profit","HI"
"460765","Private, for-profit","NC"
"460808","Private, for-profit","ID"
"460817","Private, for-profit","NC"
"460826","Private, for-profit","GA"
"460835","Private, for-profit","SC"
"460862","Private, for-profit","OR"
"460871","Private, for-profit","VA"
"460899","Private, nonprofit","ID"
"460914","Private, for-profit","AZ"
"460932","Private, for-profit","MO"
"460969","Private, for-profit","FL"
"460978","Private, for-profit","TX"
"460987","Private, for-profit","AR"
"460996","Private, for-profit","MO"
"461014","Private, for-profit","NY"
"461023","Private, for-profit","AZ"
"461032","Private, nonprofit","NC"
"461111","Private, for-profit","OH"
"461120","Private, nonprofit","TN"
"461139","Private, nonprofit","NC"
"461148","Private, for-profit","CA"
"461175","Private, for-profit","CA"
"461193","Private, for-profit","PA"
"461218","Private, for-profit","PA"
"461245","Public","FL"
"461254","Private, for-profit","CA"
"461263","Private, for-profit","CA"
"461272","Private, for-profit","UT"
"461281","Private, for-profit","FL"
"461290","Private, for-profit","NH"
"461306","Public","FL"
"461315","Public","MI"
"461324","Private, for-profit","TN"
"461333","Private, for-profit","HI"
"461342","Private, for-profit","UT"
"461379","Private, for-profit","MD"
"461388","Private, for-profit","TX"
"461412","Private, for-profit","VA"
"461421","Private, for-profit","MO"
"461430","Private, for-profit","NV"
"461485","Private, nonprofit","NC"
"461494","Private, for-profit","UT"
"461500","Private, for-profit","CA"
"461528","Private, nonprofit","NC"
"461537","Private, for-profit","MO"
"461555","Private, for-profit","NM"
"461573","Private, for-profit","MO"
"461582","Private, for-profit","IL"
"461591","Private, for-profit","HI"
"461607","Private, for-profit","CA"
"461625","Private, for-profit","PR"
"461643","Private, nonprofit","CA"
"461652","Private, for-profit","ID"
"461689","Private, for-profit","CO"
"461704","Private, for-profit","ME"
"461713","Private, for-profit","AZ"
"461722","Private, for-profit","KY"
"461740","Private, for-profit","TX"
"461759","Private, nonprofit","KY"
"461768","Private, for-profit","NY"
"461786","Private, for-profit","WI"
"461795","Private, nonprofit","TX"
"461810","Private, for-profit","CO"
"461829","Private, for-profit","CA"
"461838","Private, for-profit","NY"
"461847","Private, nonprofit","NJ"
"461856","Private, for-profit","CA"
"461865","Private, for-profit","NJ"
"461874","Private, for-profit","WI"
"461883","Private, for-profit","FL"
"461892","Private, for-profit","MI"
"461908","Private, for-profit","WI"
"461917","Private, for-profit","IN"
"461926","Private, for-profit","UT"
"461944","Private, for-profit","MI"
"461953","Private, for-profit","CO"
"461962","Private, for-profit","ME"
"461999","Private, for-profit","OH"
"462008","Private, for-profit","NV"
"462017","Private, for-profit","IN"
"462035","Private, for-profit","FL"
"462044","Private, nonprofit","ME"
"462053","Private, for-profit","IL"
"462062","Private, for-profit","CA"
"462071","Private, for-profit","WA"
"462336","Private, for-profit","CA"
"462345","Private, for-profit","IL"
"462354","Private, nonprofit","CA"
"463056","Public","CT"
"464226","Private, nonprofit","AZ"
"465812","Private, nonprofit","UT"
"466921","Private, for-profit","MO"
"466930","Private, for-profit","TX"
"467094","Private, for-profit","NY"
"467368","Private, for-profit","CA"
"467863","Private, for-profit","SC"
"467872","Private, for-profit","SC"
"467906","Private, for-profit","SC"
"468246","Private, for-profit","OR"
"468255","Private, for-profit","OR"
"468769","Private, nonprofit","CA"
"468848","Private, for-profit","CA"
"468893","Private, for-profit","LA"
"468909","Private, for-profit","CA"
"468963","Private, for-profit","MA"
"469416","Private, nonprofit","PR"
"469610","Private, for-profit","AZ"
"469629","Private, nonprofit","OK"
"469638","Private, for-profit","IL"
"469911","Private, for-profit","LA"
"469920","Private, for-profit","LA"
"469957","Private, for-profit","CA"
"470038","Private, for-profit","CA"
"470047","Private, for-profit","KS"
"470296","Private, for-profit","TX"
"470393","Private, for-profit","IL"
"474863","Private, nonprofit","CA"
"474890","Private, nonprofit","AZ"
"474915","Private, for-profit","AZ"
"474924","Private, for-profit","UT"
"475015","Private, for-profit","IA"
"475024","Private, for-profit","NJ"
"475033","Private, nonprofit","NY"
"475060","Private, for-profit","GA"
"475121","Private, for-profit","GA"
"475200","Private, nonprofit","WA"
"475228","Private, nonprofit","CA"
"475273","Private, nonprofit","MA"
"475282","Private, for-profit","CA"
"475325","Private, for-profit","NV"
"475398","Private, nonprofit","WV"
"475404","Private, for-profit","NY"
"475413","Private, for-profit","WI"
"475422","Private, nonprofit","NY"
"475431","Private, for-profit","NJ"
"475459","Private, for-profit","MS"
"475468","Private, for-profit","NJ"
"475477","Private, nonprofit","FL"
"475486","Private, for-profit","TX"
"475495","Private, for-profit","UT"
"475547","Private, for-profit","FL"
"475556","Private, for-profit","NC"
"475565","Public","NY"
"475574","Private, for-profit","IN"
"475608","Private, nonprofit","TX"
"475635","Private, for-profit","CA"
"475653","Private, for-profit","IL"
"475662","Private, for-profit","TX"
"475705","Private, nonprofit","CA"
"475714","Private, for-profit","FL"
"475723","Public","UT"
"475732","Private, for-profit","GA"
"475741","Private, for-profit","IN"
"475750","Private, for-profit","TX"
"475839","Private, for-profit","AZ"
"476063","Private, for-profit","FL"
"476179","Private, for-profit","VA"
"476230","Private, for-profit","WV"
"476294","Private, for-profit","UT"
"476355","Private, for-profit","NY"
"476489","Private, for-profit","IL"
"476498","Private, for-profit","FL"
"476513","Private, for-profit","CA"
"476540","Private, for-profit","TX"
"476559","Private, for-profit","TX"
"476568","Private, for-profit","VA"
"476595","Private, for-profit","CA"
"476601","Private, nonprofit","MD"
"476610","Private, for-profit","NY"
"476629","Private, for-profit","OH"
"476683","Private, for-profit","OH"
"476692","Private, nonprofit","NJ"
"476708","Private, for-profit","UT"
"476717","Private, nonprofit","NY"
"476726","Private, for-profit","TX"
"476735","Private, for-profit","MA"
"476753","Private, for-profit","AZ"
"476780","Private, for-profit","CA"
"476799","Private, for-profit","CA"
"476805","Private, for-profit","AL"
"476814","Private, for-profit","FL"
"476841","Private, for-profit","NV"
"476850","Private, for-profit","ID"
"476869","Private, for-profit","ID"
"476878","Private, for-profit","NY"
"476887","Private, for-profit","GA"
"476896","Private, for-profit","TX"
"476902","Private, for-profit","KS"
"476939","Private, for-profit","FL"
"476948","Private, for-profit","GA"
"476957","Private, for-profit","ID"
"476966","Private, for-profit","FL"
"476975","Public","CO"
"476984","Private, for-profit","KS"
"476993","Private, for-profit","UT"
"477002","Private, for-profit","MI"
"477039","Private, for-profit","TX"
"478582","Private, for-profit","GA"
"478591","Private, for-profit","TX"
"478616","Private, for-profit","NC"
"478634","Private, nonprofit","CA"
"478661","Private, for-profit","NJ"
"478917","Private, for-profit","KS"
"478953","Private, for-profit","KS"
"479062","Private, for-profit","RI"
"479248","Private, for-profit","VA"
"479424","Private, for-profit","CA"
"479965","Private, for-profit","NJ"
"479974","Private, for-profit","CA"
"479983","Private, for-profit","CO"
"479992","Private, for-profit","CA"
"480000","Private, for-profit","CA"
"480019","Private, for-profit","CA"
"480028","Private, for-profit","NY"
"480037","Private, for-profit","NC"
"480073","Private, for-profit","TX"
"480091","Private, for-profit","NY"
"480125","Private, for-profit","TX"
"480161","Private, for-profit","KY"
"480189","Private, nonprofit","PA"
"480198","Private, nonprofit","OR"
"480204","Private, for-profit","CA"
"480310","Private, for-profit","MD"
"480347","Private, for-profit","AZ"
"480471","Private, for-profit","CA"
"480499","Private, nonprofit","CA"
"480523","Private, for-profit","OH"
"480532","Private, for-profit","OH"
"480550","Private, for-profit","KY"
"480569","Private, nonprofit","FL"
"480657","Private, for-profit","KS"
"480693","Private, for-profit","MD"
"480727","Private, nonprofit","MI"
"480736","Private, for-profit","CT"
"480781","Private, for-profit","CA"
"480790","Private, for-profit","CO"
"480824","Private, for-profit","TX"
"480833","Private, for-profit","TX"
"480842","Private, for-profit","FL"
"480851","Private, for-profit","FL"
"480879","Private, for-profit","MO"
"480888","Private, for-profit","TX"
"480903","Private, for-profit","CT"
"480912","Private, for-profit","TX"
"480921","Private, for-profit","AR"
"480930","Private, for-profit","VA"
"480967","Public","OK"
"480976","Private, for-profit","AL"
"480985","Private, nonprofit","UT"
"480994","Private, for-profit","MD"
"481003","Private, for-profit","TX"
"481021","Public","PA"
"481030","Private, nonprofit","WV"
"481049","Public","MO"
"481058","Private, nonprofit","CA"
"481085","Private, for-profit","IL"
"481094","Private, for-profit","NY"
"481100","Private, for-profit","UT"
"481128","Private, for-profit","CA"
"481137","Private, nonprofit","WI"
"481146","Private, for-profit","GA"
"481155","Private, nonprofit","GA"
"481182","Public","CA"
"481191","Public","CA"
"481207","Private, for-profit","MD"
"481225","Private, nonprofit","TN"
"481243","Private, for-profit","NY"
"481252","Private, for-profit","FL"
"481289","Private, for-profit","CA"
"481298","Private, for-profit","CA"
"481313","Private, for-profit","FL"
"481322","Private, for-profit","TX"
"481331","Private, for-profit","NY"
"481340","Private, for-profit","TN"
"481368","Private, for-profit","FL"
"481386","Private, for-profit","CA"
"481401","Private, nonprofit","TX"
"481410","Private, nonprofit","NY"
"481429","Private, for-profit","NJ"
"481438","Private, nonprofit","NJ"
"481447","Private, for-profit","NJ"
"481456","Private, for-profit","UT"
"481465","Private, for-profit","LA"
"481474","Private, for-profit","CA"
"481483","Private, for-profit","FL"
"481508","Private, for-profit","NJ"
"481517","Private, for-profit","MO"
"481526","Private, for-profit","VA"
"481535","Private, nonprofit","CA"
"481571","Private, for-profit","CT"
"481678","Private, for-profit","GA"
"481720","Private, for-profit","NC"
"481739","Private, for-profit","IL"
"481748","Private, for-profit","IL"
"481845","Private, for-profit","NY"
"481863","Private, for-profit","IN"
"481890","Private, for-profit","KY"
"481906","Private, for-profit","WV"
"481960","Private, for-profit","CA"
"482015","Private, for-profit","TX"
"482060","Private, for-profit","CA"
"482097","Private, for-profit","MO"
"482149","Public","GA"
"482158","Public","GA"
"482167","Private, for-profit","IL"
"482176","Private, for-profit","CO"
"482185","Private, nonprofit","WA"
"482194","Private, for-profit","NY"
"482200","Private, for-profit","TX"
"482228","Private, nonprofit","IN"
"482246","Private, for-profit","ND"
"482255","Private, for-profit","NV"
"482291","Private, for-profit","CA"
"482325","Private, for-profit","TX"
"482413","Private, for-profit","NY"
"482422","Private, for-profit","AZ"
"482431","Private, for-profit","CA"
"482440","Private, for-profit","CO"
"482459","Private, for-profit","FL"
"482468","Private, for-profit","GA"
"482477","Private, for-profit","IL"
"482486","Private, for-profit","IN"
"482538","Private, for-profit","MO"
"482547","Private, for-profit","NV"
"482556","Private, for-profit","NJ"
"482565","Private, for-profit","NC"
"482574","Private, for-profit","OH"
"482608","Private, for-profit","PA"
"482617","Private, for-profit","TN"
"482635","Private, for-profit","TX"
"482653","Private, for-profit","VA"
"482680","Public","GA"
"482699","Public","GA"
"482705","Private, nonprofit","MA"
"482936","Public","FL"
"482963","Private, for-profit","NJ"
"482972","Private, for-profit","TX"
"482981","Private, for-profit","TX"
"482990","Private, for-profit","AZ"
"483009","Private, for-profit","CA"
"483018","Private, nonprofit","OH"
"483036","Public","TX"
"483045","Public","GA"
"483054","Private, for-profit","PA"
"483106","Private, for-profit","NJ"
"483124","Public","AZ"
"483212","Public","LA"
"483230","Private, for-profit","CA"
"483258","Private, for-profit","IL"
"483276","Private, for-profit","OK"
"483328","Private, for-profit","IL"
"483337","Private, for-profit","SC"
"483346","Private, for-profit","PA"
"483355","Private, for-profit","LA"
"483364","Private, for-profit","LA"
"483373","Private, for-profit","CA"
"483382","Private, for-profit","NY"
"483425","Private, for-profit","NC"
"483443","Private, for-profit","CA"
"483470","Private, for-profit","FL"
"483504","Private, for-profit","MI"
"483513","Private, for-profit","TX"
"483559","Private, for-profit","TX"
"483577","Private, for-profit","TN"
"483595","Private, nonprofit","FL"
"483647","Private, nonprofit","OH"
"483708","Private, for-profit","NY"
"483726","Private, for-profit","VA"
"483735","Private, for-profit","TX"
"483744","Private, for-profit","TN"
"483753","Private, for-profit","PA"
"483780","Private, for-profit","VA"
"483799","Private, for-profit","WI"
"483814","Private, for-profit","VA"
"483823","Private, nonprofit","PA"
"483841","Private, for-profit","NY"
"483850","Private, for-profit","NY"
"483869","Private, for-profit","FL"
"483878","Private, for-profit","CA"
"483887","Private, for-profit","TN"
"483896","Private, for-profit","FL"
"483911","Private, for-profit","IL"
"483920","Private, for-profit","OH"
"483939","Private, for-profit","LA"
"483948","Private, for-profit","LA"
"483957","Private, for-profit","CA"
"483975","Private, nonprofit","AL"
"484002","Private, for-profit","CA"
"484011","Private, for-profit","NY"
"484020","Private, for-profit","NC"
"484039","Private, for-profit","FL"
"484048","Private, for-profit","TX"
"484057","Private, for-profit","MA"
"484066","Private, for-profit","KY"
"484075","Private, for-profit","FL"
"484084","Private, for-profit","IL"
"484093","Private, for-profit","MI"
"484109","Private, for-profit","IN"
"484127","Private, for-profit","CT"
"484136","Private, for-profit","TX"
"484163","Private, for-profit","AZ"
"484172","Private, for-profit","FL"
"484190","Private, for-profit","LA"
"484206","Private, for-profit","CA"
"484233","Public","CA"
"484321","Private, for-profit","NJ"
"484330","Private, for-profit","KY"
"484349","Private, for-profit","IN"
"484358","Private, for-profit","TN"
"484367","Private, for-profit","CA"
"484376","Private, for-profit","CA"
"484394","Private, for-profit","UT"
"484473","Public","FL"
"484604","Private, for-profit","TX"
